,subID,subNum,duration,rel_nan,rank,cmat_nan,dataset,scaned_twice
88,sub-0050135,50135,1.025,False,1256.0,False,ABIDE I,False
89,sub-0050136,50136,3.7,False,2.0,False,ABIDE I,False
90,sub-0050137,50137,3.3,False,63.0,False,ABIDE I,False
91,sub-0050142,50142,3.4166666666666665,False,22.0,False,ABIDE I,False
92,sub-0050143,50143,3.375,False,11.0,False,ABIDE I,False
93,sub-0050144,50144,3.25,False,803.0,False,ABIDE I,False
94,sub-0050145,50145,3.0833333333333335,False,15.0,False,ABIDE I,False
95,sub-0050146,50146,3.4166666666666665,False,446.0,False,ABIDE I,False
96,sub-0050147,50147,3.4166666666666665,False,873.0,False,ABIDE I,False
97,sub-0050148,50148,3.2916666666666665,False,2.0,False,ABIDE I,False
98,sub-0050149,50149,3.2083333333333335,False,283.0,False,ABIDE I,False
99,sub-0050150,50150,3.375,False,45.0,False,ABIDE I,False
100,sub-0050152,50152,3.2916666666666665,False,174.0,False,ABIDE I,False
101,sub-0050153,50153,3.0,False,286.0,False,ABIDE I,False
102,sub-0050155,50155,2.9166666666666665,False,1.0,False,ABIDE I,False
103,sub-0050156,50156,3.4166666666666665,False,31.0,False,ABIDE I,False
104,sub-0050157,50157,2.7916666666666665,False,708.0,False,ABIDE I,False
105,sub-0050158,50158,3.4166666666666665,False,7.0,False,ABIDE I,False
106,sub-0050159,50159,2.9166666666666665,False,9.0,False,ABIDE I,False
107,sub-0050160,50160,3.1666666666666665,False,133.0,False,ABIDE I,False
108,sub-0050161,50161,2.2916666666666665,False,26.0,False,ABIDE I,False
109,sub-0050162,50162,2.125,False,5.0,False,ABIDE I,False
110,sub-0050163,50163,2.75,False,55.0,False,ABIDE I,False
111,sub-0050164,50164,2.375,False,947.0,False,ABIDE I,False
112,sub-0050165,50165,3.3333333333333335,False,238.0,False,ABIDE I,False
113,sub-0050166,50166,3.3333333333333335,False,11.0,False,ABIDE I,False
114,sub-0050167,50167,3.4166666666666665,False,1.0,False,ABIDE I,False
115,sub-0050168,50168,3.375,False,1.0,False,ABIDE I,False
116,sub-0050169,50169,2.75,False,51.0,False,ABIDE I,False
117,sub-0050170,50170,2.4583333333333335,False,216.0,False,ABIDE I,False
118,sub-0050171,50171,3.375,False,99.0,False,ABIDE I,False
119,sub-0050182,50182,5.3,False,1.0,False,ABIDE I,False
120,sub-0050183,50183,5.933333333333334,False,49.0,False,ABIDE I,False
121,sub-0050184,50184,6.0,False,335.0,False,ABIDE I,False
122,sub-0050186,50186,4.766666666666667,False,2.0,False,ABIDE I,False
123,sub-0050187,50187,6.0,False,17.0,False,ABIDE I,False
124,sub-0050188,50188,5.4,False,102.0,False,ABIDE I,False
125,sub-0050189,50189,5.933333333333334,False,2.0,False,ABIDE I,False
126,sub-0050190,50190,5.933333333333334,False,1.0,False,ABIDE I,False
127,sub-0050191,50191,5.533333333333333,False,11.0,False,ABIDE I,False
128,sub-0050192,50192,1.0333333333333334,False,86.0,False,ABIDE I,False
129,sub-0050193,50193,6.0,False,2.0,False,ABIDE I,False
130,sub-0050194,50194,5.4,False,41.0,False,ABIDE I,False
131,sub-0050195,50195,5.7,False,9.0,False,ABIDE I,False
132,sub-0050196,50196,5.9,False,1.0,False,ABIDE I,False
133,sub-0050197,50197,5.666666666666667,False,70.0,False,ABIDE I,False
134,sub-0050198,50198,4.233333333333333,False,1.0,False,ABIDE I,False
135,sub-0050199,50199,6.0,False,2.0,False,ABIDE I,False
136,sub-0050200,50200,5.533333333333333,False,1465.0,False,ABIDE I,False
137,sub-0050201,50201,5.666666666666667,False,1.0,False,ABIDE I,False
138,sub-0050202,50202,4.066666666666666,False,7.0,False,ABIDE I,False
139,sub-0050203,50203,6.0,False,24.0,False,ABIDE I,False
140,sub-0050204,50204,5.733333333333333,False,4.0,False,ABIDE I,False
141,sub-0050205,50205,5.966666666666667,False,6.0,False,ABIDE I,False
142,sub-0050206,50206,4.966666666666667,False,1.0,False,ABIDE I,False
143,sub-0050207,50207,4.233333333333333,False,70.0,False,ABIDE I,False
144,sub-0050208,50208,4.2,False,7.0,False,ABIDE I,False
145,sub-0050209,50209,5.933333333333334,False,41.0,False,ABIDE I,False
146,sub-0050210,50210,6.0,False,1.0,False,ABIDE I,False
147,sub-0050211,50211,5.666666666666667,False,3.0,False,ABIDE I,False
148,sub-0050212,50212,5.9,False,64.0,False,ABIDE I,False
149,sub-0050213,50213,5.266666666666667,False,1.0,False,ABIDE I,False
150,sub-0050214,50214,5.9,False,1.0,False,ABIDE I,False
151,sub-0050215,50215,5.8,False,701.0,False,ABIDE I,False
152,sub-0050216,50216,6.0,False,4.0,False,ABIDE I,False
153,sub-0050217,50217,6.0,False,1.0,False,ABIDE I,False
154,sub-0050232,50232,3.7666666666666666,False,3.0,False,ABIDE I,False
155,sub-0050233,50233,4.966666666666667,False,133.0,False,ABIDE I,False
156,sub-0050234,50234,4.633333333333334,False,146.0,False,ABIDE I,False
157,sub-0050235,50235,4.333333333333333,False,26.0,False,ABIDE I,False
158,sub-0050236,50236,4.4,False,76.0,False,ABIDE I,False
159,sub-0050237,50237,4.566666666666666,False,46.0,False,ABIDE I,False
160,sub-0050238,50238,4.2,False,3.0,False,ABIDE I,False
161,sub-0050239,50239,4.3,False,1.0,False,ABIDE I,False
162,sub-0050240,50240,4.9,False,29.0,False,ABIDE I,False
163,sub-0050241,50241,4.866666666666666,False,2.0,False,ABIDE I,False
164,sub-0050242,50242,1.5666666666666667,False,73.0,False,ABIDE I,False
165,sub-0050243,50243,4.333333333333333,False,142.0,False,ABIDE I,False
166,sub-0050244,50244,2.3333333333333335,False,266.0,False,ABIDE I,False
167,sub-0050245,50245,3.1,False,370.0,False,ABIDE I,False
168,sub-0050246,50246,4.4,False,1.0,False,ABIDE I,False
169,sub-0050247,50247,2.466666666666667,False,257.0,False,ABIDE I,False
170,sub-0050248,50248,4.933333333333334,False,1.0,False,ABIDE I,False
171,sub-0050249,50249,4.666666666666667,False,89.0,False,ABIDE I,False
172,sub-0050250,50250,4.266666666666667,False,389.0,False,ABIDE I,False
173,sub-0050251,50251,3.433333333333333,False,6.0,False,ABIDE I,False
174,sub-0050252,50252,3.8333333333333335,False,1.0,False,ABIDE I,False
175,sub-0050253,50253,4.833333333333333,False,53.0,False,ABIDE I,False
176,sub-0050254,50254,4.833333333333333,False,122.0,False,ABIDE I,False
177,sub-0050255,50255,4.9,False,2.0,False,ABIDE I,False
178,sub-0050257,50257,4.733333333333333,False,22.0,False,ABIDE I,False
179,sub-0050259,50259,4.666666666666667,False,12.0,False,ABIDE I,False
180,sub-0050260,50260,5.0,False,1.0,False,ABIDE I,False
181,sub-0050261,50261,5.0,False,23.0,False,ABIDE I,False
182,sub-0050262,50262,3.8666666666666667,False,1007.0,False,ABIDE I,False
183,sub-0050263,50263,5.0,False,2.0,False,ABIDE I,False
184,sub-0050264,50264,4.933333333333334,False,3.0,False,ABIDE I,False
185,sub-0050265,50265,2.6,False,395.0,False,ABIDE I,False
186,sub-0050266,50266,4.266666666666667,False,115.0,False,ABIDE I,False
187,sub-0050267,50267,4.966666666666667,False,128.0,False,ABIDE I,False
188,sub-0050268,50268,4.766666666666667,False,25.0,False,ABIDE I,False
189,sub-0050269,50269,4.333333333333333,False,4.0,False,ABIDE I,False
190,sub-0050270,50270,4.433333333333334,False,331.0,False,ABIDE I,False
191,sub-0050271,50271,4.833333333333333,False,2.0,False,ABIDE I,False
192,sub-0050272,50272,8.9,False,2.0,False,ABIDE I,False
193,sub-0050273,50273,9.866666666666667,False,1.0,False,ABIDE I,False
194,sub-0050274,50274,8.066666666666666,False,49.0,False,ABIDE I,False
195,sub-0050275,50275,8.666666666666666,False,10.0,False,ABIDE I,False
196,sub-0050276,50276,9.966666666666667,False,1.0,False,ABIDE I,False
197,sub-0050277,50277,6.866666666666666,False,1.0,False,ABIDE I,False
198,sub-0050278,50278,7.166666666666667,False,2.0,False,ABIDE I,False
199,sub-0050279,50279,2.5,False,1.0,False,ABIDE I,False
200,sub-0050280,50280,9.5,False,1.0,False,ABIDE I,False
201,sub-0050281,50281,6.033333333333333,False,5.0,False,ABIDE I,False
202,sub-0050282,50282,9.533333333333333,False,1.0,False,ABIDE I,False
203,sub-0050284,50284,8.233333333333333,False,1.0,False,ABIDE I,False
204,sub-0050285,50285,9.266666666666667,False,1.0,False,ABIDE I,False
205,sub-0050286,50286,2.5,False,1.0,False,ABIDE I,False
206,sub-0050287,50287,9.8,False,1.0,False,ABIDE I,False
207,sub-0050288,50288,5.833333333333333,False,1.0,False,ABIDE I,False
208,sub-0050289,50289,7.166666666666667,False,3.0,False,ABIDE I,False
209,sub-0050290,50290,9.4,False,1.0,False,ABIDE I,False
210,sub-0050291,50291,7.8,False,9.0,False,ABIDE I,False
211,sub-0050292,50292,6.833333333333333,False,1.0,False,ABIDE I,False
212,sub-0050293,50293,9.966666666666667,False,3.0,False,ABIDE I,False
213,sub-0050294,50294,9.766666666666667,False,3.0,False,ABIDE I,False
214,sub-0050295,50295,9.333333333333334,False,9.0,False,ABIDE I,False
215,sub-0050296,50296,4.966666666666667,False,1.0,False,ABIDE I,False
216,sub-0050297,50297,4.333333333333333,False,949.0,False,ABIDE I,False
217,sub-0050298,50298,9.066666666666666,False,1.0,False,ABIDE I,False
218,sub-0050300,50300,7.633333333333334,False,169.0,False,ABIDE I,False
219,sub-0050301,50301,9.933333333333334,False,1.0,False,ABIDE I,False
220,sub-0050302,50302,6.733333333333333,False,1.0,False,ABIDE I,False
221,sub-0050303,50303,1.0,False,701.0,False,ABIDE I,False
222,sub-0050304,50304,3.7333333333333334,False,1.0,False,ABIDE I,False
223,sub-0050305,50305,4.333333333333333,False,1.0,False,ABIDE I,False
224,sub-0050306,50306,3.466666666666667,False,322.0,False,ABIDE I,False
225,sub-0050307,50307,9.8,False,1.0,False,ABIDE I,False
226,sub-0050310,50310,9.9,False,2.0,False,ABIDE I,False
227,sub-0050311,50311,4.633333333333334,False,1.0,False,ABIDE I,False
228,sub-0050312,50312,4.766666666666667,False,36.0,False,ABIDE I,False
229,sub-0050314,50314,9.8,False,1.0,False,ABIDE I,False
230,sub-0050315,50315,9.366666666666667,False,1.0,False,ABIDE I,False
231,sub-0050316,50316,5.533333333333333,False,4.0,False,ABIDE I,False
232,sub-0050318,50318,9.433333333333334,False,1.0,False,ABIDE I,False
233,sub-0050319,50319,9.4,False,15.0,False,ABIDE I,False
234,sub-0050320,50320,8.7,False,1.0,False,ABIDE I,False
235,sub-0050321,50321,9.933333333333334,False,1.0,False,ABIDE I,False
236,sub-0050322,50322,3.5,False,58.0,False,ABIDE I,False
237,sub-0050324,50324,9.466666666666667,False,1.0,False,ABIDE I,False
238,sub-0050325,50325,8.6,False,2.0,False,ABIDE I,False
239,sub-0050326,50326,6.733333333333333,False,1.0,False,ABIDE I,False
240,sub-0050327,50327,9.933333333333334,False,1.0,False,ABIDE I,False
241,sub-0050328,50328,9.466666666666667,False,99.0,False,ABIDE I,False
242,sub-0050329,50329,10.0,False,36.0,False,ABIDE I,False
243,sub-0050330,50330,9.9,False,20.0,False,ABIDE I,False
244,sub-0050331,50331,9.833333333333334,True,,False,ABIDE I,False
245,sub-0050332,50332,8.733333333333333,False,28.0,False,ABIDE I,False
246,sub-0050333,50333,6.6,False,87.0,False,ABIDE I,False
247,sub-0050334,50334,9.5,False,1.0,False,ABIDE I,False
248,sub-0050335,50335,10.0,False,2.0,False,ABIDE I,False
249,sub-0050336,50336,9.833333333333334,False,46.0,False,ABIDE I,False
250,sub-0050337,50337,9.033333333333333,False,2.0,False,ABIDE I,False
251,sub-0050338,50338,9.633333333333333,False,75.0,False,ABIDE I,False
252,sub-0050339,50339,9.633333333333333,False,13.0,False,ABIDE I,False
253,sub-0050340,50340,9.833333333333334,False,1237.0,False,ABIDE I,False
254,sub-0050341,50341,9.9,False,6.0,False,ABIDE I,False
255,sub-0050342,50342,8.633333333333333,False,7.0,False,ABIDE I,False
256,sub-0050343,50343,7.1,False,267.0,False,ABIDE I,False
257,sub-0050344,50344,9.866666666666667,False,2.0,False,ABIDE I,False
258,sub-0050345,50345,9.7,False,1.0,False,ABIDE I,False
259,sub-0050346,50346,9.966666666666667,False,1.0,False,ABIDE I,False
260,sub-0050347,50347,9.9,False,2.0,False,ABIDE I,False
261,sub-0050348,50348,9.4,False,1.0,False,ABIDE I,False
262,sub-0050349,50349,9.6,False,1.0,False,ABIDE I,False
263,sub-0050350,50350,9.833333333333334,False,1.0,False,ABIDE I,False
264,sub-0050351,50351,10.0,False,1.0,False,ABIDE I,False
265,sub-0050352,50352,7.733333333333333,False,5.0,False,ABIDE I,False
266,sub-0050353,50353,9.833333333333334,False,1.0,False,ABIDE I,False
267,sub-0050354,50354,4.1,False,1.0,False,ABIDE I,False
268,sub-0050355,50355,9.266666666666667,False,1.0,False,ABIDE I,False
269,sub-0050356,50356,10.0,False,1.0,False,ABIDE I,False
270,sub-0050357,50357,9.833333333333334,False,1.0,False,ABIDE I,False
271,sub-0050358,50358,9.9,False,20.0,False,ABIDE I,False
272,sub-0050359,50359,4.8,False,1.0,False,ABIDE I,False
273,sub-0050360,50360,9.9,False,6.0,False,ABIDE I,False
274,sub-0050361,50361,10.0,False,1.0,False,ABIDE I,False
275,sub-0050362,50362,9.866666666666667,False,1.0,False,ABIDE I,False
276,sub-0050363,50363,7.9,False,105.0,False,ABIDE I,False
277,sub-0050364,50364,5.666666666666667,False,2.0,False,ABIDE I,False
278,sub-0050365,50365,9.8,False,1.0,False,ABIDE I,False
279,sub-0050366,50366,8.933333333333334,False,2.0,False,ABIDE I,False
280,sub-0050367,50367,8.2,False,1.0,False,ABIDE I,False
281,sub-0050368,50368,9.1,False,3.0,False,ABIDE I,False
282,sub-0050369,50369,9.8,False,1.0,False,ABIDE I,False
283,sub-0050370,50370,8.2,False,20.0,False,ABIDE I,False
284,sub-0050371,50371,5.633333333333334,False,1.0,False,ABIDE I,False
285,sub-0050372,50372,9.966666666666667,False,1.0,False,ABIDE I,False
286,sub-0050373,50373,8.833333333333334,False,1.0,False,ABIDE I,False
287,sub-0050374,50374,9.8,False,2.0,False,ABIDE I,False
288,sub-0050375,50375,10.0,False,1.0,False,ABIDE I,False
289,sub-0050376,50376,6.033333333333333,False,256.0,False,ABIDE I,False
290,sub-0050377,50377,9.5,False,945.0,False,ABIDE I,False
291,sub-0050378,50378,7.066666666666666,False,9.0,False,ABIDE I,False
292,sub-0050379,50379,9.066666666666666,False,9.0,False,ABIDE I,False
293,sub-0050380,50380,6.2,False,1.0,False,ABIDE I,False
294,sub-0050381,50381,5.866666666666666,False,481.0,False,ABIDE I,False
295,sub-0050382,50382,9.866666666666667,False,1.0,False,ABIDE I,False
296,sub-0050383,50383,4.5,False,88.0,False,ABIDE I,False
297,sub-0050385,50385,9.666666666666666,False,2.0,False,ABIDE I,False
298,sub-0050386,50386,9.733333333333333,False,1.0,False,ABIDE I,False
299,sub-0050387,50387,8.933333333333334,False,27.0,False,ABIDE I,False
300,sub-0050388,50388,8.5,False,1.0,False,ABIDE I,False
301,sub-0050390,50390,9.8,False,1.0,False,ABIDE I,False
302,sub-0050391,50391,8.233333333333333,False,65.0,False,ABIDE I,False
303,sub-0050397,50397,9.866666666666667,False,1.0,False,ABIDE I,False
304,sub-0050399,50399,8.733333333333333,False,1.0,False,ABIDE I,False
305,sub-0050402,50402,9.966666666666667,False,3.0,False,ABIDE I,False
306,sub-0050403,50403,5.666666666666667,False,422.0,False,ABIDE I,False
307,sub-0050404,50404,10.0,False,1.0,False,ABIDE I,False
308,sub-0050405,50405,9.633333333333333,False,1.0,False,ABIDE I,False
309,sub-0050406,50406,7.466666666666667,False,6.0,False,ABIDE I,False
310,sub-0050407,50407,9.733333333333333,False,2.0,False,ABIDE I,False
311,sub-0050408,50408,9.7,False,1.0,False,ABIDE I,False
312,sub-0050410,50410,7.666666666666667,False,2.0,False,ABIDE I,False
313,sub-0050411,50411,5.766666666666667,False,2.0,False,ABIDE I,False
314,sub-0050412,50412,9.366666666666667,False,1.0,False,ABIDE I,False
315,sub-0050413,50413,9.1,False,1.0,False,ABIDE I,False
316,sub-0050414,50414,9.933333333333334,False,1.0,False,ABIDE I,False
317,sub-0050415,50415,10.0,False,1.0,False,ABIDE I,False
318,sub-0050416,50416,9.1,False,1.0,False,ABIDE I,False
319,sub-0050417,50417,10.0,False,2.0,False,ABIDE I,False
320,sub-0050418,50418,8.933333333333334,False,1.0,False,ABIDE I,False
321,sub-0050419,50419,9.9,False,2.0,False,ABIDE I,False
322,sub-0050421,50421,9.2,False,2.0,False,ABIDE I,False
323,sub-0050422,50422,4.7,False,597.0,False,ABIDE I,False
324,sub-0050424,50424,9.766666666666667,False,1.0,False,ABIDE I,False
325,sub-0050425,50425,9.533333333333333,False,1.0,False,ABIDE I,False
326,sub-0050426,50426,9.866666666666667,False,12.0,False,ABIDE I,False
327,sub-0050427,50427,9.9,False,1.0,False,ABIDE I,False
328,sub-0050428,50428,9.733333333333333,False,4.0,False,ABIDE I,False
329,sub-0050432,50432,7.433333333333334,False,1.0,False,ABIDE I,False
330,sub-0050433,50433,8.0,False,1.0,False,ABIDE I,False
331,sub-0050434,50434,7.433333333333334,False,4.0,False,ABIDE I,False
332,sub-0050435,50435,7.033333333333333,False,1.0,False,ABIDE I,False
333,sub-0050436,50436,7.6,False,1.0,False,ABIDE I,False
334,sub-0050437,50437,5.433333333333334,False,1.0,False,ABIDE I,False
335,sub-0050438,50438,7.166666666666667,False,1.0,False,ABIDE I,False
336,sub-0050439,50439,7.8,False,526.0,False,ABIDE I,False
337,sub-0050440,50440,7.3,False,1.0,False,ABIDE I,False
338,sub-0050441,50441,7.533333333333333,False,146.0,False,ABIDE I,False
339,sub-0050442,50442,8.0,False,1.0,False,ABIDE I,False
340,sub-0050443,50443,7.1,False,10.0,False,ABIDE I,False
341,sub-0050444,50444,6.033333333333333,False,1.0,False,ABIDE I,False
342,sub-0050445,50445,6.633333333333334,False,15.0,False,ABIDE I,False
343,sub-0050446,50446,7.433333333333334,False,36.0,False,ABIDE I,False
344,sub-0050447,50447,6.9,False,29.0,False,ABIDE I,False
345,sub-0050448,50448,5.766666666666667,False,121.0,False,ABIDE I,False
346,sub-0050449,50449,7.866666666666666,False,1.0,False,ABIDE I,False
347,sub-0050450,50450,5.866666666666666,False,3.0,False,ABIDE I,False
348,sub-0050451,50451,4.4,False,14.0,False,ABIDE I,False
349,sub-0050452,50452,7.933333333333334,False,1.0,False,ABIDE I,False
350,sub-0050453,50453,3.466666666666667,False,7.0,False,ABIDE I,False
351,sub-0050454,50454,7.833333333333333,False,25.0,False,ABIDE I,False
352,sub-0050455,50455,7.2,False,1.0,False,ABIDE I,False
353,sub-0050456,50456,6.333333333333333,False,48.0,False,ABIDE I,False
354,sub-0050457,50457,7.666666666666667,False,211.0,False,ABIDE I,False
355,sub-0050458,50458,5.633333333333334,False,1580.0,False,ABIDE I,False
356,sub-0050459,50459,7.833333333333333,False,2.0,False,ABIDE I,False
357,sub-0050460,50460,7.933333333333334,False,1.0,False,ABIDE I,False
358,sub-0050461,50461,7.233333333333333,False,548.0,False,ABIDE I,False
359,sub-0050462,50462,7.766666666666667,False,139.0,False,ABIDE I,False
360,sub-0050463,50463,5.8,False,2.0,False,ABIDE I,False
361,sub-0050464,50464,7.6,False,206.0,False,ABIDE I,False
362,sub-0050465,50465,7.333333333333333,False,1.0,False,ABIDE I,False
363,sub-0050466,50466,7.333333333333333,False,2.0,False,ABIDE I,False
364,sub-0050467,50467,6.966666666666667,False,1.0,False,ABIDE I,False
365,sub-0050468,50468,8.0,False,1.0,False,ABIDE I,False
366,sub-0050469,50469,7.866666666666666,False,1.0,False,ABIDE I,False
367,sub-0050470,50470,4.8,False,82.0,False,ABIDE I,False
368,sub-0050471,50471,7.866666666666666,False,12.0,False,ABIDE I,False
369,sub-0050472,50472,8.0,False,2.0,False,ABIDE I,False
370,sub-0050473,50473,7.733333333333333,False,1.0,False,ABIDE I,False
371,sub-0050474,50474,6.533333333333333,False,103.0,False,ABIDE I,False
372,sub-0050475,50475,7.733333333333333,False,1.0,False,ABIDE I,False
373,sub-0050476,50476,7.166666666666667,False,1.0,False,ABIDE I,False
374,sub-0050477,50477,6.833333333333333,False,1.0,False,ABIDE I,False
375,sub-0050478,50478,3.466666666666667,False,317.0,False,ABIDE I,False
376,sub-0050479,50479,3.533333333333333,False,6.0,False,ABIDE I,False
377,sub-0050480,50480,6.066666666666666,False,7.0,False,ABIDE I,False
378,sub-0050481,50481,3.2333333333333334,False,32.0,False,ABIDE I,False
379,sub-0050482,50482,7.666666666666667,False,1.0,False,ABIDE I,False
380,sub-0050483,50483,6.2,False,6.0,False,ABIDE I,False
381,sub-0050484,50484,8.0,False,5.0,False,ABIDE I,False
382,sub-0050485,50485,7.966666666666667,False,1.0,False,ABIDE I,False
383,sub-0050486,50486,6.1,False,3.0,False,ABIDE I,False
384,sub-0050487,50487,4.866666666666666,False,11.0,False,ABIDE I,False
385,sub-0050488,50488,5.9,False,9.0,False,ABIDE I,False
386,sub-0050489,50489,2.8,False,1.0,False,ABIDE I,False
387,sub-0050490,50490,4.433333333333334,False,4.0,False,ABIDE I,False
388,sub-0050491,50491,7.933333333333334,False,67.0,False,ABIDE I,False
389,sub-0050492,50492,6.0,False,130.0,False,ABIDE I,False
390,sub-0050493,50493,7.166666666666667,False,111.0,False,ABIDE I,False
391,sub-0050494,50494,7.433333333333334,False,1.0,False,ABIDE I,False
392,sub-0050495,50495,7.633333333333334,False,1.0,False,ABIDE I,False
393,sub-0050496,50496,5.766666666666667,False,1.0,False,ABIDE I,False
394,sub-0050497,50497,7.133333333333334,False,1.0,False,ABIDE I,False
395,sub-0050498,50498,7.866666666666666,False,1.0,False,ABIDE I,False
396,sub-0050499,50499,7.666666666666667,False,1.0,False,ABIDE I,False
