,0
287,50415
288,50416
289,50418
290,50419
291,50421
292,50424
293,50426
294,50427
295,50428
296,50432
297,50433
298,50434
299,50435
300,50436
301,50437
302,50438
303,50439
304,50440
305,50441
306,50442
307,50443
308,50444
309,50445
310,50446
311,50447
312,50448
313,50449
314,50450
315,50451
316,50452
317,50453
318,50454
319,50455
320,50456
321,50457
322,50458
323,50459
324,50460
325,50461
326,50462
327,50463
328,50464
329,50465
330,50466
331,50467
332,50468
333,50469
334,50470
335,50471
336,50472
337,50473
338,50474
339,50475
340,50476
341,50477
342,50478
343,50479
344,50480
345,50481
346,50482
347,50483
348,50484
349,50485
350,50486
351,50487
352,50488
353,50489
354,50490
355,50491
356,50492
357,50493
358,50494
359,50495
360,50496
361,50497
362,50498
363,50499
364,50500
365,50501
366,50502
367,50503
368,50504
369,50505
370,50506
371,50507
372,50508
373,50509
374,50510
375,50511
376,50512
377,50513
378,50514
379,50515
380,50516
381,50517
382,50518
383,50519
384,50520
385,50521
386,50522
387,50523
388,50524
389,50525
390,50526
391,50527
392,50528
393,50529
394,50530
395,50531
396,50532
397,50551
398,50552
399,50553
400,50554
401,50555
402,50556
403,50558
404,50559
405,50560
406,50561
407,50562
408,50563
409,50564
410,50565
411,50566
412,50567
413,50568
414,50569
415,50570
416,50571
417,50572
418,50573
419,50574
420,50575
421,50576
422,50577
423,50578
424,50601
425,50602
426,50603
427,50604
428,50605
429,50606
430,50607
431,50608
432,50609
433,50610
434,50611
435,50612
436,50613
437,50614
438,50615
439,50616
440,50617
441,50619
442,50620
443,50621
444,50622
445,50623
446,50624
447,50625
448,50626
449,50627
450,50628
451,50642
452,50643
453,50644
454,50645
455,50646
456,50647
457,50648
458,50649
459,50650
460,50651
461,50652
462,50653
463,50654
464,50655
465,50656
466,50657
467,50658
468,50659
469,50660
470,50661
471,50663
472,50664
473,50665
474,50666
475,50667
476,50668
477,50669
478,50682
479,50683
480,50685
481,50686
482,50687
483,50688
484,50689
485,50690
486,50691
487,50692
488,50693
489,50694
490,50695
491,50696
492,50697
493,50698
494,50699
495,50701
496,50702
497,50703
498,50704
499,50705
500,50706
501,50707
502,50708
503,50709
504,50710
505,50711
506,50722
507,50723
508,50724
509,50725
510,50726
511,50727
512,50728
513,50730
514,50731
515,50732
516,50733
517,50734
518,50735
519,50736
520,50737
521,50738
522,50739
523,50740
524,50741
525,50742
526,50743
527,50744
528,50745
529,50746
530,50747
531,50748
532,50749
533,50750
534,50751
535,50752
536,50753
537,50754
538,50755
539,50756
540,50757
541,50772
542,50773
543,50774
544,50775
545,50776
546,50777
547,50778
548,50779
549,50780
550,50781
551,50782
552,50783
553,50784
554,50785
555,50786
556,50787
557,50788
558,50789
559,50790
560,50791
561,50792
562,50793
563,50794
564,50795
565,50796
566,50797
567,50798
568,50799
569,50800
570,50801
571,50803
572,50804
573,50805
574,50807
575,50808
576,50809
577,50810
578,50811
579,50812
580,50813
581,50814
582,50816
583,50817
584,50818
585,50819
586,50820
587,50821
588,50822
589,50823
590,50824
591,50825
592,50826
593,50952
594,50953
595,50954
596,50955
597,50956
598,50957
599,50958
600,50959
601,50960
602,50961
603,50962
604,50964
605,50965
606,50966
607,50967
608,50968
609,50969
610,50970
611,50971
612,50972
613,50973
614,50974
615,50975
616,50976
617,50977
618,50978
619,50979
620,50980
621,50981
622,50982
623,50983
624,50984
625,50985
626,50986
627,50987
628,50988
629,50989
630,50990
631,50991
632,50992
633,50993
634,50994
635,50995
636,50996
637,50997
638,50998
639,50999
640,51000
641,51001
642,51002
643,51003
644,51006
645,51007
646,51008
647,51009
648,51010
649,51011
650,51012
651,51013
652,51014
653,51015
654,51016
655,51017
656,51018
657,51019
658,51020
659,51021
660,51023
661,51024
662,51025
663,51026
664,51027
665,51028
666,51029
667,51030
668,51032
669,51033
670,51034
671,51035
672,51036
673,51038
674,51039
675,51040
676,51041
677,51042
678,51044
679,51045
680,51046
681,51047
682,51048
683,51049
684,51050
685,51051
686,51052
687,51053
688,51054
689,51055
690,51056
691,51057
692,51058
693,51059
694,51060
695,51061
696,51062
697,51063
698,51064
699,51065
700,51066
701,51067
702,51068
703,51069
704,51070
705,51071
706,51072
707,51073
708,51074
709,51075
710,51076
711,51077
712,51078
713,51079
714,51080
715,51081
716,51082
717,51083
718,51084
719,51085
720,51086
721,51087
722,51088
723,51089
724,51090
725,51091
726,51093
727,51094
728,51095
729,51096
730,51097
731,51098
732,51099
733,51100
734,51101
735,51102
736,51103
737,51104
738,51105
739,51106
740,51107
741,51108
742,51109
743,51110
744,51111
745,51112
746,51113
747,51114
748,51115
749,51116
750,51117
751,51118
752,51119
753,51120
754,51121
755,51122
756,51123
757,51124
758,51125
759,51126
760,51127
761,51128
762,51129
763,51130
764,51131
765,51132
766,51133
767,51134
768,51135
769,51136
770,51137
771,51138
772,51139
773,51140
774,51141
775,51142
776,51146
777,51147
778,51148
779,51149
780,51150
781,51151
782,51152
783,51153
784,51154
785,51155
786,51156
787,51159
788,51160
789,51161
790,51162
791,51163
792,51164
793,51165
794,51166
795,51167
796,51168
797,51169
798,51170
799,51171
800,51172
801,51173
802,51174
803,51175
804,51177
805,51178
806,51179
807,51180
808,51181
809,51182
810,51183
811,51184
812,51185
813,51186
814,51189
815,51191
816,51192
817,51193
818,51194
819,51196
820,51197
821,51198
822,51199
823,51201
824,51202
825,51204
826,51205
827,51206
828,51207
829,51208
830,51209
831,51210
832,51211
833,51212
834,51214
835,51215
836,51216
837,51217
838,51218
839,51219
840,51220
841,51221
842,51222
843,51223
844,51224
845,51225
846,51226
847,51227
848,51229
849,51230
850,51231
851,51234
852,51235
853,51236
854,51237
855,51238
856,51239
857,51240
858,51241
859,51248
860,51249
861,51250
862,51252
863,51253
864,51254
865,51255
866,51256
867,51257
868,51259
869,51260
870,51261
871,51262
872,51264
873,51265
874,51266
875,51267
876,51268
877,51269
878,51271
879,51272
880,51273
881,51275
882,51276
883,51277
884,51278
885,51279
886,51280
887,51281
888,51282
889,51291
890,51292
891,51293
892,51294
893,51295
894,51297
895,51298
896,51300
897,51301
898,51302
899,51303
900,51304
901,51305
902,51306
903,51307
904,51308
905,51309
906,51311
907,51312
908,51313
909,51314
910,51315
911,51316
912,51317
913,51318
914,51319
915,51320
916,51321
917,51322
918,51323
919,51324
920,51325
921,51326
922,51327
923,51328
924,51329
925,51330
926,51331
927,51332
928,51333
929,51334
930,51335
931,51336
932,51338
933,51339
934,51340
935,51341
936,51342
937,51343
938,51344
939,51345
940,51346
941,51347
942,51348
943,51349
944,51350
945,51351
946,51354
947,51355
948,51356
949,51357
950,51358
951,51359
952,51360
953,51361
954,51362
955,51363
956,51364
957,51365
958,51366
959,51367
960,51368
961,51369
962,51370
963,51371
964,51372
965,51373
966,51456
967,51457
968,51458
969,51459
970,51461
971,51462
972,51463
973,51464
974,51465
975,51467
976,51468
977,51469
978,51470
979,51471
980,51472
981,51473
982,51474
983,51475
984,51476
985,51478
986,51480
987,51481
988,51482
989,51483
990,51484
991,51485
992,51487
993,51488
994,51489
995,51491
996,51492
997,51493
998,51556
999,51557
1000,51558
1001,51559
1002,51560
1003,51561
1004,51562
1005,51563
1006,51564
1007,51565
1008,51566
1009,51567
1010,51568
1011,51569
1012,51570
1013,51571
1014,51572
1015,51573
1016,51574
1017,51575
1018,51576
1019,51577
1020,51578
1021,51579
1022,51580
1023,51581
1024,51582
1025,51583
1026,51584
1027,51585
1028,51606
1029,51607
1030,28676
1031,28677
1032,28678
1033,28679
1034,28680
1035,28682
1036,28684
1037,28685
1038,28689
1039,28690
1040,28694
1041,28698
1042,28699
1043,28700
1044,28702
1045,28706
1046,28708
1047,28710
1048,28714
1049,28715
1050,28717
1051,28720
1052,28722
1053,28723
1054,28724
1055,28725
1056,28726
1057,28733
1058,28742
1059,28743
1060,28744
1061,28746
1062,28747
1063,28748
1064,28749
1065,28750
1066,28752
1067,28753
1068,28754
1069,28760
1070,28784
1071,28785
1072,28786
1073,28787
1074,28788
1075,28789
1076,28790
1077,28791
1078,28792
1079,28793
1080,28795
1081,28796
1082,28797
1083,28798
1084,28800
1085,28801
1086,28802
1087,28803
1088,28804
1089,28805
1090,28806
1091,28807
1092,28808
1093,28809
1094,28810
1095,28811
1096,28813
1097,28814
1098,28815
1099,28817
1100,28819
1101,28820
1102,28821
1103,28822
1104,28824
1105,28825
1106,28826
1107,28827
1108,28828
1109,28829
1110,28830
1111,28831
1112,28832
1113,28834
1114,28835
1115,28836
1116,28837
1117,28838
1118,28839
1119,28840
1120,28841
1121,28842
1122,28843
1123,28844
1124,28845
1125,28846
1126,28847
1127,28852
1128,28853
1129,28854
1130,28855
1131,28857
1132,28858
1133,28859
1134,28860
1135,28861
1136,28862
1137,28863
1138,28864
1139,28865
1140,28866
1141,28867
1142,28868
1143,28869
1144,28870
1145,28871
1146,28872
1147,28873
1148,28874
1149,28876
1150,28877
1151,28878
1152,28879
1153,28880
1154,28881
1155,28882
1156,28883
1157,28884
1158,28885
1159,28886
1160,28888
1161,28889
1162,28890
1163,28891
1164,28893
1165,28894
1166,28895
1167,28896
1168,28897
1169,28898
1170,28899
1171,28900
1172,28901
1173,28902
1174,28903
1175,28904
1176,28905
1177,28906
1178,28908
1179,28920
1180,28924
1181,28925
1182,28926
1183,28927
1184,28930
1185,28931
1186,28933
1187,28934
1188,28935
1189,28936
1190,28938
1191,28939
1192,28940
1193,28941
1194,28942
1195,28943
1196,28944
1197,28945
1198,28946
1199,28947
1200,28948
1201,28949
1202,28950
1203,28951
1204,28952
1205,28953
1206,28954
1207,28955
1208,28956
1209,28957
1210,28958
1211,28960
1212,28961
1213,28963
1214,28964
1215,28966
1216,28967
1217,28968
1218,28969
1219,28970
1220,28971
1221,28972
1222,28973
1223,28974
1224,28975
1225,28976
1226,28977
1227,28978
1228,28979
1229,28980
1230,28981
1231,28982
1232,28983
1233,28984
1234,28985
1235,28986
1236,28987
1237,28988
1238,28989
1239,28990
1240,28991
1241,28992
1242,28993
1243,28994
1244,28995
1245,28996
1246,28997
1247,28998
1248,28999
1249,29000
1250,29001
1251,29002
1252,29003
1253,29004
1254,29005
1255,29006
1256,29007
1257,29008
1258,29009
1259,29010
1260,29011
1261,29013
1262,29014
1263,29015
1264,29016
1265,29018
1266,29019
1267,29021
1268,29023
1269,29024
1270,29025
1271,29026
1272,29027
1273,29029
1274,29030
1275,29031
1276,29032
1277,29033
1278,29034
1279,29035
1280,29037
1281,29038
1282,29039
1283,29040
1284,29041
1285,29042
1286,29043
1287,29044
1288,29045
1289,29046
1290,29047
1291,29048
1292,29049
1293,29050
1294,29051
1295,29052
1296,29053
1297,29054
1298,29055
1299,29056
1300,29096
1301,29097
1302,29098
1303,29099
1304,29100
1305,29101
1306,29103
1307,29104
1308,29105
1309,29106
1310,29107
1311,29108
1312,29109
1313,29110
1314,29111
1315,29112
1316,29113
1317,29114
1318,29115
1319,29116
1320,29117
1321,29118
1322,29119
1323,29120
1324,29121
1325,29122
1326,29123
1327,29124
1328,29125
1329,29126
1330,29127
1331,29128
1332,29129
1333,29130
1334,29131
1335,29132
1336,29133
1337,29134
1338,29135
1339,29136
1340,29137
1341,29150
1342,29151
1343,29152
1344,29153
1345,29154
1346,29155
1347,29156
1348,29157
1349,29158
1350,29159
1351,29160
1352,29161
1353,29162
1354,29163
1355,29164
1356,29165
1357,29166
1358,29167
1359,29168
1360,29169
1361,29170
1362,29171
1363,29172
1364,29173
1365,29174
1366,29175
1367,29176
1368,29177
1369,29178
1370,29179
1371,29180
1372,29181
1373,29182
1374,29183
1375,29184
1376,29185
1377,29186
1378,29187
1379,29188
1380,29189
1381,29190
1382,29191
1383,29192
1384,29193
1385,29194
1386,29195
1387,29196
1388,29197
1389,29198
1390,29199
1391,29200
1392,29201
1393,29202
1394,29203
1395,29204
1396,29205
1397,29206
1398,29207
1399,29208
1400,29209
1401,29210
1402,29211
1403,29212
1404,29213
1405,29214
1406,29215
1407,29216
1408,29217
1409,29218
1410,29219
1411,29220
1412,29221
1413,29222
1414,29223
1415,29224
1416,29225
1417,29226
1418,29227
1419,29228
1420,29229
1421,29230
1422,29231
1423,29232
1424,29233
1425,29234
1426,29235
1427,29236
1428,29237
1429,29238
1430,29239
1431,29240
1432,29241
1433,29242
1434,29243
1435,29244
1436,29245
1437,29246
1438,29247
1439,29248
1440,29249
1441,29250
1442,29251
1443,29252
1444,29253
1445,29254
1446,29273
1447,29274
1448,29275
1449,29276
1450,29277
1451,29278
1452,29279
1453,29280
1454,29281
1455,29282
1456,29283
1457,29284
1458,29285
1459,29286
1460,29287
1461,29288
1462,29289
1463,29290
1464,29291
1465,29292
1466,29293
1467,29294
1468,29295
1469,29296
1470,29297
1471,29298
1472,29299
1473,29300
1474,29301
1475,29302
1476,29303
1477,29304
1478,29305
1479,29306
1480,29307
1481,29308
1482,29309
1483,29310
1484,29311
1485,29312
1486,29313
1487,29314
1488,29315
1489,29316
1490,29317
1491,29318
1492,29319
1493,29320
1494,29321
1495,29322
1496,29323
1497,29324
1498,29325
1499,29326
1500,29327
1501,29328
1502,29329
1503,29330
1504,29331
1505,29332
1506,29333
1507,29334
1508,29335
1509,29336
1510,29337
1511,29338
1512,29339
1513,29340
1514,29341
1515,29342
1516,29343
1517,29344
1518,29345
1519,29346
1520,29347
1521,29348
1522,29349
1523,29350
1524,29351
1525,29352
1526,29353
1527,29354
1528,29355
1529,29356
1530,29357
1531,29358
1532,29359
1533,29360
1534,29361
1535,29362
1536,29363
1537,29364
1538,29365
1539,29366
1540,29367
1541,29368
1542,29369
1543,29370
1544,29371
1545,29372
1546,29373
1547,29374
1548,29375
1549,29376
1550,29377
1551,29378
1552,29379
1553,29380
1554,29381
1555,29382
1556,29383
1557,29384
1558,29385
1559,29386
1560,29387
1561,29388
1562,29389
1563,29390
1564,29391
1565,29392
1566,29393
1567,29394
1568,29395
1569,29396
1570,29397
1571,29399
1572,29400
1573,29401
1574,29402
1575,29403
1576,29404
1577,29405
1578,29407
1579,29408
1580,29409
1581,29410
1582,29411
1583,29412
1584,29413
1585,29414
1586,29415
1587,29416
1588,29417
1589,29418
1590,29419
1591,29420
1592,29421
1593,29422
1594,29423
1595,29424
1596,29425
1597,29427
1598,29428
1599,29429
1600,29430
1601,29431
1602,29432
1603,29433
1604,29434
1605,29435
1606,29436
1607,29437
1608,29438
1609,29439
1610,29440
1611,29441
1612,29442
1613,29443
1614,29444
1615,29445
1616,29446
1617,29447
1618,29448
1619,29449
1620,29450
1621,29451
1622,29452
1623,29453
1624,29454
1625,29455
1626,29456
1627,29457
1628,29458
1629,29459
1630,29460
1631,29461
1632,29462
1633,29463
1634,29464
1635,29465
1636,29466
1637,29467
1638,29468
1639,29469
1640,29470
1641,29471
1642,29472
1643,29473
1644,29474
1645,29475
1646,29476
1647,29477
1648,29478
1649,29479
1650,29480
1651,29481
1652,29482
1653,29483
1654,29484
1655,29485
1656,29495
1657,29496
1658,29497
1659,29498
1660,29499
1661,29500
1662,29501
1663,29502
1664,29503
1665,29505
1666,29506
1667,29507
1668,29508
1669,29509
1670,29510
1671,29511
1672,29512
1673,29513
1674,29514
1675,29515
1676,29516
1677,29517
1678,29518
1679,29519
1680,29520
1681,29521
1682,29522
1683,29523
1684,29524
1685,29525
1686,29526
1687,29527
1688,29538
1689,29539
1690,29540
1691,29541
1692,29542
1693,29543
1694,29544
1695,29545
1696,29546
1697,29547
1698,29548
1699,29549
1700,29550
1701,29551
1702,29552
1703,29553
1704,29554
1705,29555
1706,29556
1707,29557
1708,29558
1709,29559
1710,29560
1711,29561
1712,29562
1713,29563
1714,29564
1715,29565
1716,29566
1717,29567
1718,29568
1719,29569
1720,29570
1721,29571
1722,29572
1723,29573
1724,29574
1725,29575
1726,29576
1727,29577
1728,29610
1729,29611
1730,29612
1731,29613
1732,29614
1733,29616
1734,29617
1735,29618
1736,29619
1737,29620
1738,29624
1739,29625
1740,29627
1741,29631
1742,29632
1743,29633
1744,29634
1745,29635
1746,29656
1747,29657
1748,29658
1749,29659
1750,29660
1751,29661
1752,29662
1753,29664
1754,29665
1755,29666
1756,29667
1757,29668
1758,29669
1759,29670
1760,29671
1761,29674
1762,29675
1763,29676
1764,29677
1765,29678
1766,29679
1767,29729
1768,29730
1769,29731
1770,29732
1771,29733
1772,29735
1773,29736
1774,29737
1775,29738
1776,29739
1777,29740
1778,29743
1779,29744
1780,29745
1781,29746
1782,29747
1783,29748
1784,29749
1785,29750
1786,29752
1787,29753
1788,29754
1789,29755
1790,29756
1791,29757
1792,29758
1793,29759
1794,29794
1795,29795
1796,29796
1797,29797
1798,29798
1799,29799
1800,29800
1801,29864
1802,29865
1803,29867
1804,29869
1805,29870
1806,29871
1807,29872
1808,29874
1809,29876
1810,29877
1811,29879
1812,29881
1813,29884
1814,29885
1815,29891
1816,29896
1817,29901
1818,29904
1819,29905
1820,29906
1821,29907
1822,29908
1823,29912
1824,29916
1825,29997
1826,29998
1827,30000
1828,30001
1829,30003
1830,30004
1831,30005
1832,30006
1833,30007
1834,30008
1835,30009
1836,30010
1837,30011
1838,30012
1839,30013
1840,30014
1841,30015
1842,30016
1843,30017
1844,30018
1845,30019
1846,30020
1847,30021
1848,30022
1849,30023
1850,30024
1851,30026
1852,30028
1853,30029
1854,30144
1855,30146
1856,30147
1857,30148
1858,30149
1859,30150
1860,30151
1861,30154
1862,30155
1863,30156
1864,30157
1865,30158
1866,30159
1867,30160
1868,30161
1869,30162
1870,30163
1871,30164
1872,30165
1873,30166
1874,30167
1875,50002
1876,50005
1877,50006
1878,50007
1879,50013
1880,50026
1881,50027
1882,50028
1883,50029
1884,50031
1885,50035
1886,50038
1887,50047
1888,50048
1889,50049
1890,50050
1891,50051
1892,51209
1893,51215
1894,51231
1895,51234
1896,51235
1897,51236
1898,51243
1899,51244
1900,51246
1901,51247
1902,51270
1903,51292
1904,51294
1905,51298
1906,51300
1907,51307
1908,51312
1909,51313
1910,51315
